date,YR,MTH,DAY,DIR,SPD,TEMPc,DEWPc,RelHUM,SD,PRCP,Mean Daily Max 8-hr Ozone Concentration,Total_Count,Tcount_abvMedian,GBTpredict2014,GBTacc,color0,color1
2014-05-16,2014,5,16,167.0,10.433333333333334,17.666666666666668,16.870370370370377,96.01851851851849,0.0,1.54,0.0305,323.0,1,1,True,#8e8e8e,#f00
2014-05-17,2014,5,17,311.3333333333333,9.133333333333333,16.851851851851855,9.518518518518515,63.33333333333335,0.0,0.0,0.04775,314.0,1,1,True,#949494,#f00
2014-05-18,2014,5,18,310.0,8.928571428571429,15.734126984126982,3.0753968253968265,36.70634920634922,0.0,0.0,0.0445,317.0,1,1,True,#929292,#f00
2014-05-19,2014,5,19,272.85714285714283,9.607142857142858,16.289682539682538,0.27777777777777785,19.940476190476197,0.0,0.0,0.04725,446.0,1,1,True,#3b3b3b,#f00
2014-05-20,2014,5,20,347.58620689655174,9.06896551724138,19.367816091954023,3.180076628352491,19.061302681992327,0.0,0.0,0.048,394.0,1,0,False,#5e5e5e,#00f
2014-05-21,2014,5,21,429.28571428571433,8.428571428571429,21.289682539682538,8.43253968253968,35.714285714285715,0.0,0.0,0.054250000000000013,329.0,1,0,False,#8a8a8a,#00f
2014-05-22,2014,5,22,219.64285714285717,5.357142857142857,17.777777777777782,14.345238095238097,82.8373015873016,0.0,0.24,0.04050000000000002,340.0,1,1,True,#838383,#f00
2014-05-23,2014,5,23,137.14285714285714,3.4642857142857144,16.765873015873016,14.107142857142858,86.70634920634924,0.0,0.91,0.037250000000000005,284.0,1,1,True,#a9a9a9,#f00
2014-05-24,2014,5,24,235.35714285714286,7.2142857142857135,16.38888888888889,12.361111111111107,79.86111111111113,0.0,0.4,0.0295,290.0,1,1,True,#a5a5a5,#f00
2014-05-25,2014,5,25,343.92857142857144,5.214285714285714,19.18650793650794,10.694444444444443,57.53968253968255,0.0,0.0,0.0435,315.0,1,1,True,#949494,#f00
2014-05-26,2014,5,26,260.7142857142857,10.142857142857142,23.710317460317462,9.265873015873016,27.777777777777768,0.0,0.0,0.05625,338.0,1,1,True,#848484,#f00
2014-05-27,2014,5,27,251.07142857142856,9.642857142857142,26.329365079365076,13.511904761904766,35.91269841269842,0.0,0.0,0.06175,391.0,1,0,False,#606060,#00f
2014-05-28,2014,5,28,119.65517241379312,9.24137931034483,17.892720306513407,13.371647509578542,77.39463601532567,0.0,0.0,0.02225,388.0,1,1,True,#626262,#f00
2014-05-29,2014,5,29,142.14285714285714,8.5,13.928571428571427,6.984126984126982,65.2777777777778,0.0,0.0,0.0335,327.0,1,1,True,#8c8c8c,#f00
