Date,Borough,Total Count ,Count (Age group 0 - 4) ,Count (Age group 5 - 17) ,Count (Age group 18 - 64) ,Count (Age group 65+) 
01/23/08,Manhattan,56,5,16,31,4
01/23/08,Queens,34,7,5,19,3
01/23/08,Staten Island,6,0,1,4,1
01/23/08,Unknown,5,2,0,3,0
01/24/08,Bronx,89,16,24,45,4
01/24/08,Brooklyn,73,18,16,36,3
01/24/08,Manhattan,53,11,14,26,2
01/24/08,Queens,46,11,13,18,4
01/24/08,Staten Island,7,1,1,4,1
01/24/08,Unknown,15,4,4,6,1
01/25/08,Bronx,92,13,14,56,9
01/25/08,Brooklyn,65,15,12,37,1
01/25/08,Manhattan,51,11,10,28,2
01/25/08,Queens,35,7,9,17,2
01/25/08,Staten Island,6,1,1,3,1
01/25/08,Unknown,7,3,1,3,0
01/26/08,Bronx,73,20,10,37,6
01/26/08,Brooklyn,61,16,15,28,2
01/26/08,Manhattan,55,13,12,24,6
01/26/08,Queens,39,3,15,18,3
01/26/08,Staten Island,3,0,1,1,1
01/26/08,Unknown,7,4,2,1,0
01/27/08,Bronx,62,16,16,27,3
01/27/08,Brooklyn,91,21,27,40,3
01/27/08,Manhattan,43,9,7,22,5
01/27/08,Queens,38,7,10,21,0
01/27/08,Staten Island,2,1,0,1,0
01/27/08,Unknown,7,3,1,3,0
01/28/08,Bronx,100,16,30,49,4
01/28/08,Brooklyn,97,19,27,46,5
01/28/08,Manhattan,69,11,21,30,7
01/28/08,Queens,47,10,11,24,2
01/28/08,Staten Island,10,3,1,3,3
01/28/08,Unknown,8,2,2,4,0
01/29/08,Bronx,86,12,20,46,8
01/29/08,Brooklyn,94,19,25,45,5
01/29/08,Manhattan,48,6,12,24,6
01/29/08,Queens,49,8,17,19,5
01/29/08,Staten Island,7,1,3,2,1
01/29/08,Unknown,5,2,0,2,1
01/30/08,Bronx,92,16,25,45,6
01/30/08,Brooklyn,76,18,13,41,4
01/30/08,Manhattan,55,2,21,29,3
01/30/08,Queens,46,14,11,17,4
01/30/08,Staten Island,11,2,0,6,3
01/30/08,Unknown,9,0,2,7,0
01/31/08,Bronx,107,29,20,46,12
01/31/08,Brooklyn,85,18,15,46,6
01/31/08,Manhattan,55,6,13,31,5
01/31/08,Queens,39,11,8,17,3
01/31/08,Staten Island,11,0,3,6,2
01/31/08,Unknown,13,4,3,6,0
02/01/08,Bronx,77,11,15,48,3
02/01/08,Brooklyn,66,16,10,38,2
02/01/08,Manhattan,51,13,8,26,4
02/01/08,Queens,34,11,2,19,2
02/01/08,Staten Island,9,0,4,5,0
02/01/08,Unknown,9,0,1,7,1
02/02/08,Bronx,75,18,17,35,4
02/02/08,Brooklyn,78,20,17,36,5
02/02/08,Manhattan,56,9,7,34,6
02/02/08,Queens,38,11,11,14,2
02/02/08,Staten Island,7,2,1,4,0
02/02/08,Unknown,14,3,1,9,1
02/03/08,Bronx,95,24,32,35,4
02/03/08,Brooklyn,63,11,12,37,3
02/03/08,Manhattan,61,8,6,44,3
02/03/08,Queens,38,2,9,25,2
02/03/08,Staten Island,12,2,1,9,0
02/03/08,Unknown,11,2,2,5,2
02/04/08,Bronx,129,23,35,61,10
02/04/08,Brooklyn,102,31,31,37,3
02/04/08,Manhattan,61,10,16,32,3
02/04/08,Queens,53,10,12,27,4
02/04/08,Staten Island,12,1,2,4,5
02/04/08,Unknown,14,1,3,8,2
02/05/08,Bronx,97,22,19,51,5
02/05/08,Brooklyn,96,24,22,47,3
02/05/08,Manhattan,77,11,16,41,9
02/05/08,Queens,49,7,12,21,9
02/05/08,Staten Island,5,0,0,3,2
02/05/08,Unknown,6,0,3,3,0
02/06/08,Bronx,101,16,24,50,11
02/06/08,Brooklyn,99,15,30,48,6
02/06/08,Manhattan,69,11,17,34,7
02/06/08,Queens,41,5,10,21,5
02/06/08,Staten Island,10,1,2,4,3
02/06/08,Unknown,7,2,0,5,0
02/07/08,Bronx,102,18,18,61,5
02/07/08,Brooklyn,79,20,24,31,4
02/07/08,Manhattan,64,6,15,39,4
02/07/08,Queens,39,7,6,22,4
02/07/08,Staten Island,13,3,2,6,2
02/07/08,Unknown,5,2,1,2,0
02/08/08,Bronx,104,18,27,49,9
02/08/08,Brooklyn,97,21,24,47,5
02/08/08,Manhattan,56,9,14,29,4
02/08/08,Queens,49,9,14,25,1
02/08/08,Staten Island,9,0,1,5,3
02/08/08,Unknown,9,2,1,5,1
02/09/08,Bronx,79,11,12,42,14
02/09/08,Brooklyn,70,19,17,31,3
02/09/08,Manhattan,59,7,11,37,4
02/09/08,Queens,35,10,2,20,3
02/09/08,Staten Island,11,1,2,3,5
02/09/08,Unknown,14,0,2,12,0
02/10/08,Bronx,99,12,22,56,9
02/10/08,Brooklyn,108,21,28,51,8
02/10/08,Manhattan,60,13,14,29,4
02/10/08,Queens,41,15,6,17,3
02/10/08,Staten Island,10,0,2,4,4
02/10/08,Unknown,11,3,1,6,1
02/11/08,Bronx,105,9,29,58,9
02/11/08,Brooklyn,101,20,19,60,2
02/11/08,Manhattan,68,11,15,39,3
02/11/08,Queens,52,11,17,20,4
02/11/08,Staten Island,9,2,1,5,1
02/11/08,Unknown,11,1,4,5,1
02/12/08,Bronx,86,11,23,44,8
02/12/08,Brooklyn,77,14,15,44,4
02/12/08,Manhattan,67,10,12,37,8
02/12/08,Queens,30,5,6,14,5
02/12/08,Staten Island,6,0,1,2,3
02/12/08,Unknown,12,2,1,7,2
02/13/08,Bronx,86,9,20,50,7
02/13/08,Brooklyn,80,15,30,33,2
02/13/08,Manhattan,64,13,7,39,5
02/13/08,Queens,52,11,13,24,4
02/13/08,Staten Island,6,0,1,2,3
02/13/08,Unknown,12,3,5,4,0
02/14/08,Bronx,89,16,15,52,6
02/14/08,Brooklyn,87,18,14,49,6
02/14/08,Manhattan,35,7,5,22,1
02/14/08,Queens,40,11,8,20,1
02/14/08,Staten Island,5,0,0,5,0
02/14/08,Unknown,1,0,0,1,0
02/15/08,Bronx,89,18,11,53,7
02/15/08,Brooklyn,81,14,17,46,4
02/15/08,Manhattan,50,10,4,31,5
02/15/08,Queens,35,6,12,10,7
02/15/08,Staten Island,7,1,1,2,3
02/15/08,Unknown,6,0,2,3,1
02/16/08,Bronx,78,17,8,45,8
02/16/08,Brooklyn,68,18,13,35,2
02/16/08,Manhattan,46,8,14,19,5
02/16/08,Queens,31,3,5,21,2
02/16/08,Staten Island,7,1,2,4,0
02/16/08,Unknown,5,0,1,4,0
02/17/08,Bronx,107,21,20,53,13
02/17/08,Brooklyn,80,22,15,40,3
02/17/08,Manhattan,40,8,6,23,3
02/17/08,Queens,39,7,6,21,5
02/17/08,Staten Island,7,2,1,2,2
02/17/08,Unknown,11,4,3,4,0
02/18/08,Bronx,88,7,22,51,8
02/18/08,Brooklyn,114,22,21,65,6
02/18/08,Manhattan,52,8,6,32,6
02/18/08,Queens,45,8,9,23,5
02/18/08,Staten Island,7,0,0,5,2
02/18/08,Unknown,8,1,1,5,1
02/19/08,Bronx,100,14,20,59,7
02/19/08,Brooklyn,78,11,18,44,5
02/19/08,Manhattan,63,6,20,30,7
02/19/08,Queens,54,4,11,35,4
02/19/08,Staten Island,6,0,1,2,3
02/19/08,Unknown,10,1,1,7,1
02/20/08,Bronx,101,13,21,62,5
02/20/08,Brooklyn,107,14,21,66,6
02/20/08,Manhattan,63,11,5,44,3
02/20/08,Queens,44,5,6,28,5
02/20/08,Staten Island,5,0,0,1,4
02/20/08,Unknown,8,3,1,3,1
02/21/08,Bronx,82,9,11,53,9
02/21/08,Brooklyn,82,13,16,50,3
02/21/08,Manhattan,43,8,4,28,3
02/21/08,Queens,26,5,4,12,5
02/21/08,Staten Island,6,1,2,2,1
02/21/08,Unknown,7,2,2,2,1
02/22/08,Bronx,64,13,10,35,6
02/22/08,Brooklyn,65,10,15,37,3
02/22/08,Manhattan,52,9,10,29,4
02/22/08,Queens,30,4,5,19,2
02/22/08,Staten Island,4,0,1,3,0
02/22/08,Unknown,9,1,1,6,1
02/23/08,Bronx,70,11,12,41,5
02/23/08,Brooklyn,68,14,11,39,4
02/23/08,Manhattan,47,8,9,28,2
02/23/08,Queens,32,4,5,18,5
02/23/08,Staten Island,8,0,1,5,2
02/23/08,Unknown,11,1,0,9,1
02/24/08,Bronx,74,11,9,48,6
02/24/08,Brooklyn,88,25,6,48,9
02/24/08,Manhattan,57,9,6,35,7
02/24/08,Queens,39,8,9,19,3
02/24/08,Staten Island,6,1,0,2,3
02/24/08,Unknown,11,5,3,3,0
02/25/08,Bronx,114,22,12,66,12
02/25/08,Brooklyn,73,14,13,43,3
02/25/08,Manhattan,71,13,11,33,14
02/25/08,Queens,49,7,7,28,7
02/25/08,Staten Island,15,2,1,10,2
02/25/08,Unknown,14,2,5,6,1
02/26/08,Bronx,102,14,13,62,13
02/26/08,Brooklyn,86,14,13,51,8
02/26/08,Manhattan,48,6,9,28,5
02/26/08,Queens,39,8,5,22,4
02/26/08,Staten Island,8,0,0,4,4
02/26/08,Unknown,9,1,1,6,1
02/27/08,Bronx,81,14,12,45,10
02/27/08,Brooklyn,62,18,3,35,6
02/27/08,Manhattan,48,5,9,30,4
02/27/08,Queens,49,9,9,24,7
02/27/08,Staten Island,9,0,1,8,0
02/27/08,Unknown,6,0,0,5,1
02/28/08,Bronx,72,12,11,40,9
02/28/08,Brooklyn,83,14,11,53,5
02/28/08,Manhattan,40,6,8,25,1
02/28/08,Queens,34,5,5,16,8
02/28/08,Staten Island,2,0,1,1,0
02/28/08,Unknown,13,3,2,7,1
02/29/08,Bronx,77,12,14,48,3
02/29/08,Brooklyn,61,14,12,33,2
02/29/08,Manhattan,36,8,4,20,4
02/29/08,Queens,31,1,1,26,3
02/29/08,Staten Island,4,0,0,2,2
02/29/08,Unknown,11,3,3,5,0
03/01/08,Bronx,69,15,10,37,7
03/01/08,Brooklyn,52,13,6,27,6
03/01/08,Manhattan,34,11,2,18,3
03/01/08,Queens,27,6,2,15,4
03/01/08,Staten Island,4,0,0,1,3
03/01/08,Unknown,8,3,1,4,0
03/02/08,Bronx,90,19,14,49,8
03/02/08,Brooklyn,67,15,11,37,4
03/02/08,Manhattan,44,8,6,23,7
03/02/08,Queens,26,7,4,13,2
03/02/08,Staten Island,8,0,1,5,2
03/02/08,Unknown,4,1,0,3,0
03/03/08,Bronx,108,16,18,61,13
03/03/08,Brooklyn,100,16,20,58,6
03/03/08,Manhattan,59,6,13,32,8
03/03/08,Queens,48,8,11,18,11
03/03/08,Staten Island,9,2,0,4,3
03/03/08,Unknown,11,0,2,8,1
03/04/08,Bronx,72,11,12,39,10
03/04/08,Brooklyn,82,17,20,40,5
03/04/08,Manhattan,45,3,13,22,7
03/04/08,Queens,32,5,5,18,4
03/04/08,Staten Island,12,0,0,8,4
03/04/08,Unknown,16,1,4,10,1
03/05/08,Bronx,72,12,15,37,7
03/05/08,Brooklyn,90,15,18,49,8
03/05/08,Manhattan,44,6,3,33,2
03/05/08,Queens,36,4,9,18,5
03/05/08,Staten Island,8,0,2,5,1
03/05/08,Unknown,8,2,0,5,1
03/06/08,Bronx,92,13,16,57,6
03/06/08,Brooklyn,78,9,9,54,6
03/06/08,Manhattan,50,6,6,31,7
03/06/08,Queens,42,8,8,19,7
03/06/08,Staten Island,9,0,1,6,2
03/06/08,Unknown,5,2,1,2,0
03/07/08,Bronx,68,7,12,39,10
03/07/08,Brooklyn,66,13,17,32,4
03/07/08,Manhattan,41,4,5,28,4
03/07/08,Queens,36,9,8,17,2
03/07/08,Staten Island,8,0,0,7,1
03/07/08,Unknown,12,3,2,6,1
03/08/08,Bronx,70,12,9,42,6
03/08/08,Brooklyn,69,17,19,30,3
03/08/08,Manhattan,31,3,7,18,3
03/08/08,Queens,42,7,3,26,6
03/08/08,Staten Island,12,0,0,7,5
03/08/08,Unknown,10,2,2,6,0
03/09/08,Bronx,64,10,17,30,7
03/09/08,Brooklyn,62,19,18,23,2
03/09/08,Manhattan,44,1,17,22,4
03/09/08,Queens,33,8,6,15,4
03/09/08,Staten Island,4,1,1,1,1
03/09/08,Unknown,8,3,2,2,1
03/10/08,Bronx,74,19,10,39,6
03/10/08,Brooklyn,86,19,22,36,9
03/10/08,Manhattan,63,6,15,34,8
03/10/08,Queens,40,11,9,17,3
03/10/08,Staten Island,8,0,1,5,2
03/10/08,Unknown,8,3,2,3,0
03/11/08,Bronx,78,15,16,36,11
03/11/08,Brooklyn,76,13,22,39,2
03/11/08,Manhattan,58,11,10,27,10
03/11/08,Queens,37,8,12,13,4
03/11/08,Staten Island,5,0,1,1,3
03/11/08,Unknown,11,1,2,6,2
03/12/08,Bronx,108,21,25,55,6
03/12/08,Brooklyn,76,13,14,42,7
03/12/08,Manhattan,57,9,14,26,8
03/12/08,Queens,38,8,9,17,4
03/12/08,Staten Island,4,0,0,2,2
03/12/08,Unknown,4,1,0,2,1
03/13/08,Bronx,78,8,13,51,6
03/13/08,Brooklyn,83,16,19,42,6
03/13/08,Manhattan,51,3,12,30,6
03/13/08,Queens,29,6,8,12,3
03/13/08,Staten Island,11,0,1,5,5
03/13/08,Unknown,18,6,4,7,1
03/14/08,Bronx,74,11,14,40,9
03/14/08,Brooklyn,68,14,17,36,1
03/14/08,Manhattan,45,9,6,26,4
03/14/08,Queens,43,6,8,23,6
03/14/08,Staten Island,4,0,0,4,0
03/14/08,Unknown,4,2,1,1,0
03/15/08,Bronx,55,13,7,25,10
03/15/08,Brooklyn,74,11,17,42,4
03/15/08,Manhattan,43,7,8,24,4
03/15/08,Queens,39,12,7,15,5
03/15/08,Staten Island,4,0,0,2,2
03/15/08,Unknown,6,1,0,5,0
03/16/08,Bronx,84,18,18,42,6
03/16/08,Brooklyn,75,12,24,35,4
03/16/08,Manhattan,47,11,13,17,6
03/16/08,Queens,38,7,8,19,4
03/16/08,Staten Island,8,1,3,2,1
03/16/08,Unknown,5,2,2,1,0
03/17/08,Bronx,102,21,29,41,11
03/17/08,Brooklyn,97,16,29,48,4
03/17/08,Manhattan,49,9,15,18,7
03/17/08,Queens,47,6,9,25,7
03/17/08,Staten Island,11,1,3,5,2
03/17/08,Unknown,12,4,3,4,1
03/18/08,Bronx,80,14,20,43,3
03/18/08,Brooklyn,51,11,14,25,1
03/18/08,Manhattan,50,6,15,25,4
03/18/08,Queens,40,7,8,19,6
03/18/08,Staten Island,9,0,2,4,3
03/18/08,Unknown,10,1,2,7,0
03/19/08,Bronx,66,13,17,31,5
03/19/08,Brooklyn,77,16,15,44,2
03/19/08,Manhattan,53,6,7,31,9
03/19/08,Queens,38,6,6,21,5
03/19/08,Staten Island,4,1,0,3,0
03/19/08,Unknown,12,3,4,5,0
03/20/08,Bronx,83,13,16,38,16
03/20/08,Brooklyn,100,21,21,54,4
03/20/08,Manhattan,34,2,10,21,1
03/20/08,Queens,40,4,6,24,6
03/20/08,Staten Island,9,0,3,6,0
03/20/08,Unknown,6,4,1,1,0
03/21/08,Bronx,73,13,12,41,7
03/21/08,Brooklyn,65,11,12,36,6
03/21/08,Manhattan,41,4,11,19,7
03/21/08,Queens,32,9,5,14,4
03/21/08,Staten Island,7,1,0,2,4
03/21/08,Unknown,8,1,2,5,0
03/22/08,Bronx,68,19,9,34,6
03/22/08,Brooklyn,55,11,13,27,4
03/22/08,Manhattan,49,10,10,23,6
03/22/08,Queens,34,3,9,16,6
03/22/08,Staten Island,2,1,0,1,0
03/22/08,Unknown,4,1,1,2,0
03/23/08,Bronx,74,13,17,36,8
03/23/08,Brooklyn,75,12,14,46,3
03/23/08,Manhattan,50,14,11,25,0
03/23/08,Queens,36,8,8,18,2
03/23/08,Staten Island,9,0,1,4,4
03/23/08,Unknown,5,3,0,2,0
03/24/08,Bronx,83,10,15,47,11
03/24/08,Brooklyn,91,10,24,53,4
03/24/08,Manhattan,59,9,15,31,4
03/24/08,Queens,43,11,10,21,1
03/24/08,Staten Island,10,2,1,6,1
03/24/08,Unknown,8,3,1,4,0
03/25/08,Bronx,97,14,19,50,14
03/25/08,Brooklyn,93,12,23,50,8
03/25/08,Manhattan,45,4,13,25,3
03/25/08,Queens,38,5,9,21,3
03/25/08,Staten Island,10,1,1,6,2
03/25/08,Unknown,8,1,0,6,1
03/26/08,Bronx,63,12,13,32,6
03/26/08,Brooklyn,72,8,19,40,5
03/26/08,Manhattan,51,9,8,31,3
03/26/08,Queens,33,4,8,21,0
03/26/08,Staten Island,9,3,1,5,0
03/26/08,Unknown,4,2,1,1,0
03/27/08,Bronx,77,7,21,45,4
03/27/08,Brooklyn,77,18,15,40,4
03/27/08,Manhattan,41,6,5,27,3
03/27/08,Queens,31,4,4,15,8
03/27/08,Staten Island,8,1,0,4,3
03/27/08,Unknown,12,2,4,4,2
03/28/08,Bronx,91,18,11,53,9
03/28/08,Brooklyn,83,20,18,43,2
03/28/08,Manhattan,44,6,3,28,7
03/28/08,Queens,22,3,2,13,4
03/28/08,Staten Island,4,0,1,1,2
03/28/08,Unknown,4,0,1,3,0
03/29/08,Bronx,64,11,8,33,12
03/29/08,Brooklyn,59,10,12,34,3
03/29/08,Manhattan,53,1,10,31,11
03/29/08,Queens,23,3,3,9,8
03/29/08,Staten Island,2,0,0,1,1
03/29/08,Unknown,7,2,1,4,0
03/30/08,Bronx,77,14,14,43,6
03/30/08,Brooklyn,84,16,18,43,7
03/30/08,Manhattan,43,10,8,22,3
03/30/08,Queens,34,5,7,20,2
03/30/08,Staten Island,7,0,0,4,3
03/30/08,Unknown,9,4,3,2,0
03/31/08,Bronx,92,19,17,47,9
03/31/08,Brooklyn,113,22,34,49,8
03/31/08,Manhattan,60,8,14,30,8
03/31/08,Queens,40,6,13,15,6
03/31/08,Staten Island,3,0,1,0,2
03/31/08,Unknown,8,0,2,6,0
04/01/08,Bronx,62,9,9,32,12
04/01/08,Brooklyn,72,14,15,37,6
04/01/08,Manhattan,41,9,12,15,5
04/01/08,Queens,41,5,6,22,8
04/01/08,Staten Island,10,0,0,8,2
04/01/08,Unknown,10,3,1,6,0
04/02/08,Bronx,80,14,13,49,4
04/02/08,Brooklyn,72,10,16,40,6
04/02/08,Manhattan,47,1,17,27,2
04/02/08,Queens,29,5,3,15,6
04/02/08,Staten Island,7,0,0,5,2
04/02/08,Unknown,3,1,2,0,0
04/03/08,Bronx,86,11,17,51,7
04/03/08,Brooklyn,87,17,14,52,4
04/03/08,Manhattan,46,6,6,31,3
04/03/08,Queens,30,6,3,16,5
04/03/08,Staten Island,8,1,5,1,1
04/03/08,Unknown,6,1,2,3,0
04/04/08,Bronx,75,7,14,44,10
04/04/08,Brooklyn,69,10,12,46,1
04/04/08,Manhattan,37,6,6,22,3
04/04/08,Queens,30,3,6,21,0
04/04/08,Staten Island,6,1,1,1,3
04/04/08,Unknown,8,2,1,5,0
04/05/08,Bronx,64,7,12,39,6
04/05/08,Brooklyn,61,8,12,38,3
04/05/08,Manhattan,40,5,14,15,6
04/05/08,Queens,20,0,5,10,5
04/05/08,Staten Island,8,2,0,3,3
04/05/08,Unknown,7,1,1,4,1
04/06/08,Bronx,66,12,10,38,6
04/06/08,Brooklyn,64,12,17,29,6
04/06/08,Manhattan,44,8,12,21,3
04/06/08,Queens,36,7,9,17,3
04/06/08,Staten Island,8,0,2,4,2
04/06/08,Unknown,10,2,5,3,0
04/07/08,Bronx,81,9,16,49,7
04/07/08,Brooklyn,107,19,30,51,7
04/07/08,Manhattan,52,7,11,28,6
04/07/08,Queens,43,7,17,17,2
04/07/08,Staten Island,11,1,4,4,2
04/07/08,Unknown,9,2,2,5,0
04/08/08,Bronx,71,10,16,34,11
04/08/08,Brooklyn,90,12,24,51,3
04/08/08,Manhattan,61,8,11,40,2
04/08/08,Queens,41,4,9,26,2
04/08/08,Staten Island,3,0,0,3,0
04/08/08,Unknown,10,2,1,7,0
04/09/08,Bronx,74,10,20,38,6
04/09/08,Brooklyn,52,15,9,26,2
04/09/08,Manhattan,50,6,16,24,4
04/09/08,Queens,34,6,7,18,3
04/09/08,Staten Island,9,0,1,5,3
04/09/08,Unknown,13,2,3,8,0
04/10/08,Bronx,80,15,17,40,8
04/10/08,Brooklyn,64,11,12,37,4
04/10/08,Manhattan,49,3,9,23,14
04/10/08,Queens,41,7,7,24,3
04/10/08,Staten Island,9,0,1,7,1
04/10/08,Unknown,0,0,0,0,0
04/11/08,Bronx,69,11,12,37,9
04/11/08,Brooklyn,70,17,11,38,4
04/11/08,Manhattan,47,7,8,27,5
04/11/08,Queens,24,2,4,14,4
04/11/08,Staten Island,5,0,0,2,3
04/11/08,Unknown,6,2,0,3,1
04/12/08,Bronx,63,11,5,37,10
04/12/08,Brooklyn,72,14,13,36,9
04/12/08,Manhattan,39,8,2,20,9
04/12/08,Queens,18,2,4,12,0
04/12/08,Staten Island,7,0,1,4,2
04/12/08,Unknown,4,1,0,2,1
04/13/08,Bronx,64,13,14,34,3
04/13/08,Brooklyn,63,18,11,31,3
04/13/08,Manhattan,59,9,15,26,9
04/13/08,Queens,23,7,4,9,3
04/13/08,Staten Island,1,0,1,0,0
04/13/08,Unknown,7,1,1,4,1
04/14/08,Bronx,88,12,24,38,14
04/14/08,Brooklyn,84,15,17,46,6
04/14/08,Manhattan,47,10,9,23,5
04/14/08,Queens,48,8,9,28,3
04/14/08,Staten Island,9,0,1,5,3
04/14/08,Unknown,8,2,0,5,1
04/15/08,Bronx,89,15,16,48,10
04/15/08,Brooklyn,68,17,22,29,0
04/15/08,Manhattan,48,8,16,18,6
04/15/08,Queens,33,8,6,16,3
04/15/08,Staten Island,6,0,0,3,3
04/15/08,Unknown,2,0,0,2,0
04/16/08,Bronx,76,14,20,35,7
04/16/08,Brooklyn,82,16,17,44,5
04/16/08,Manhattan,35,2,14,13,6
04/16/08,Queens,32,7,7,16,2
04/16/08,Staten Island,7,1,1,4,1
04/16/08,Unknown,10,2,2,5,1
04/17/08,Bronx,74,8,17,44,5
04/17/08,Brooklyn,70,14,15,35,6
04/17/08,Manhattan,43,8,5,27,3
04/17/08,Queens,31,7,4,20,0
04/17/08,Staten Island,8,1,1,5,1
04/17/08,Unknown,13,0,4,8,1
04/18/08,Bronx,57,11,10,26,10
04/18/08,Brooklyn,65,13,14,37,1
04/18/08,Manhattan,40,8,5,19,8
04/18/08,Queens,24,5,4,12,3
04/18/08,Staten Island,8,1,0,5,2
04/18/08,Unknown,7,1,1,5,0
04/19/08,Bronx,60,8,12,33,7
04/19/08,Brooklyn,65,13,13,37,2
04/19/08,Manhattan,40,7,10,19,4
04/19/08,Queens,27,3,6,15,3
04/19/08,Staten Island,5,0,1,4,0
04/19/08,Unknown,10,1,3,5,1
04/20/08,Bronx,70,13,13,37,7
04/20/08,Brooklyn,61,10,19,29,3
04/20/08,Manhattan,40,8,7,19,6
04/20/08,Queens,21,5,2,12,2
04/20/08,Staten Island,4,0,0,2,2
04/20/08,Unknown,6,0,2,2,2
04/21/08,Bronx,98,16,27,43,11
04/21/08,Brooklyn,81,20,10,49,2
04/21/08,Manhattan,52,8,7,32,5
04/21/08,Queens,30,10,3,15,2
04/21/08,Staten Island,8,2,0,5,1
04/21/08,Unknown,5,0,2,3,0
04/22/08,Bronx,81,12,23,40,6
04/22/08,Brooklyn,76,19,10,44,3
04/22/08,Manhattan,49,1,10,32,6
04/22/08,Queens,46,12,8,20,6
04/22/08,Staten Island,4,0,1,2,1
04/22/08,Unknown,4,0,0,4,0
04/23/08,Bronx,64,11,5,41,7
04/23/08,Brooklyn,73,18,12,40,3
04/23/08,Manhattan,43,5,10,24,4
04/23/08,Queens,30,4,5,15,6
04/23/08,Staten Island,4,1,0,1,2
04/23/08,Unknown,8,1,1,6,0
04/24/08,Bronx,69,12,13,40,4
04/24/08,Brooklyn,53,17,7,25,4
04/24/08,Manhattan,43,7,9,22,5
04/24/08,Queens,37,8,6,20,3
04/24/08,Staten Island,11,1,0,6,4
04/24/08,Unknown,9,2,0,5,2
04/25/08,Bronx,79,5,15,51,8
04/25/08,Brooklyn,57,5,8,41,3
04/25/08,Manhattan,35,7,7,19,2
04/25/08,Queens,30,8,4,18,0
04/25/08,Staten Island,6,0,0,4,2
04/25/08,Unknown,6,2,1,3,0
04/26/08,Bronx,76,11,13,46,6
04/26/08,Brooklyn,64,10,16,33,5
04/26/08,Manhattan,41,4,12,24,1
04/26/08,Queens,34,6,10,15,3
04/26/08,Staten Island,8,1,0,6,1
04/26/08,Unknown,6,1,3,2,0
04/27/08,Bronx,83,16,9,47,11
04/27/08,Brooklyn,75,15,16,38,6
04/27/08,Manhattan,68,12,21,30,5
04/27/08,Queens,39,14,6,17,2
04/27/08,Staten Island,6,1,2,3,0
04/27/08,Unknown,11,0,4,7,0
04/28/08,Bronx,94,10,15,63,6
04/28/08,Brooklyn,94,17,18,50,9
04/28/08,Manhattan,56,2,12,34,8
04/28/08,Queens,41,2,12,24,3
04/28/08,Staten Island,10,1,1,5,3
04/28/08,Unknown,8,1,2,3,2
04/29/08,Bronx,95,18,19,54,4
04/29/08,Brooklyn,76,10,18,41,7
04/29/08,Manhattan,50,6,6,34,4
04/29/08,Queens,42,2,7,29,4
04/29/08,Staten Island,3,0,0,2,1
04/29/08,Unknown,6,1,3,1,1
04/30/08,Bronx,102,10,18,65,9
04/30/08,Brooklyn,78,9,23,43,3
04/30/08,Manhattan,59,7,19,26,7
04/30/08,Queens,40,3,12,21,4
04/30/08,Staten Island,8,1,2,3,2
04/30/08,Unknown,8,2,2,3,1
05/01/08,Bronx,126,14,25,79,8
05/01/08,Brooklyn,106,13,40,51,2
05/01/08,Manhattan,74,8,25,33,8
05/01/08,Queens,54,7,10,29,8
05/01/08,Staten Island,12,2,2,6,2
05/01/08,Unknown,11,0,7,2,2
05/02/08,Bronx,114,10,23,73,8
05/02/08,Brooklyn,85,5,32,46,2
05/02/08,Manhattan,68,14,19,29,6
05/02/08,Queens,51,5,16,29,1
05/02/08,Staten Island,14,2,2,6,4
05/02/08,Unknown,14,1,3,9,1
05/03/08,Bronx,85,10,16,54,5
05/03/08,Brooklyn,56,9,16,27,4
05/03/08,Manhattan,52,8,15,26,3
05/03/08,Queens,36,4,10,20,2
05/03/08,Staten Island,6,0,0,3,3
05/03/08,Unknown,8,2,2,3,1
05/04/08,Bronx,97,18,21,55,3
05/04/08,Brooklyn,92,17,34,39,2
05/04/08,Manhattan,47,1,14,30,2
05/04/08,Queens,40,10,8,20,2
05/04/08,Staten Island,6,1,1,4,0
05/04/08,Unknown,14,4,3,6,1
05/05/08,Bronx,120,24,37,53,6
05/05/08,Brooklyn,121,17,48,52,4
05/05/08,Manhattan,70,4,25,37,4
05/05/08,Queens,54,9,22,21,2
05/05/08,Staten Island,17,0,5,9,3
05/05/08,Unknown,11,2,3,6,0
05/06/08,Bronx,165,12,43,102,8
05/06/08,Brooklyn,168,26,61,72,9
05/06/08,Manhattan,103,7,34,53,9
05/06/08,Queens,89,10,32,43,4
05/06/08,Staten Island,6,0,1,4,1
05/06/08,Unknown,19,1,6,12,0
05/07/08,Bronx,215,12,59,131,12
05/07/08,Brooklyn,187,17,68,98,4
05/07/08,Manhattan,136,13,51,63,9
05/07/08,Queens,84,3,28,49,4
05/07/08,Staten Island,9,1,2,3,3
05/07/08,Unknown,20,3,5,11,1
05/08/08,Bronx,127,11,44,67,5
05/08/08,Brooklyn,153,19,53,77,4
05/08/08,Manhattan,80,6,24,48,2
05/08/08,Queens,67,3,24,34,6
05/08/08,Staten Island,11,1,1,6,3
05/08/08,Unknown,15,3,5,5,2
05/09/08,Bronx,113,12,26,66,9
05/09/08,Brooklyn,88,17,27,44,0
05/09/08,Manhattan,68,13,19,31,5
05/09/08,Queens,37,7,13,15,2
05/09/08,Staten Island,5,0,1,4,0
05/09/08,Unknown,16,1,6,8,1
05/10/08,Bronx,89,12,20,45,12
