Date,Borough,Total Count ,Count (Age group 0 - 4) ,Count (Age group 5 - 17) ,Count (Age group 18 - 64) ,Count (Age group 65+) 
05/20/10,Staten Island,7,0,1,3,3
05/20/10,Unknown,8,2,2,4,0
05/21/10,Bronx,69,16,8,40,5
05/21/10,Brooklyn,71,19,17,31,4
05/21/10,Manhattan,38,3,10,21,4
05/21/10,Queens,32,6,5,18,3
05/21/10,Staten Island,14,0,0,12,2
05/21/10,Unknown,7,1,0,5,1
05/22/10,Bronx,56,15,6,31,4
05/22/10,Brooklyn,51,12,12,23,4
05/22/10,Manhattan,47,10,5,29,3
05/22/10,Queens,36,7,11,15,3
05/22/10,Staten Island,3,2,1,0,0
05/22/10,Unknown,10,3,0,6,1
05/23/10,Bronx,78,17,11,46,3
05/23/10,Brooklyn,76,19,18,33,6
05/23/10,Manhattan,29,6,5,16,2
05/23/10,Queens,36,6,11,16,3
05/23/10,Staten Island,15,1,3,10,1
05/23/10,Unknown,8,2,3,3,0
05/24/10,Bronx,102,20,22,50,10
05/24/10,Brooklyn,82,12,19,46,5
05/24/10,Manhattan,57,3,14,32,8
05/24/10,Queens,38,5,14,15,4
05/24/10,Staten Island,11,1,0,6,4
05/24/10,Unknown,6,1,3,0,2
05/25/10,Bronx,65,10,15,31,9
05/25/10,Brooklyn,75,16,19,36,4
05/25/10,Manhattan,40,2,3,27,8
05/25/10,Queens,42,5,12,20,5
05/25/10,Staten Island,10,1,0,7,2
05/25/10,Unknown,11,1,0,10,0
05/26/10,Bronx,66,8,11,45,1
05/26/10,Brooklyn,47,8,10,26,3
05/26/10,Manhattan,56,6,13,27,10
05/26/10,Queens,23,4,5,13,1
05/26/10,Staten Island,14,0,3,8,3
05/26/10,Unknown,10,3,1,5,1
05/27/10,Bronx,87,6,15,63,3
05/27/10,Brooklyn,68,11,9,44,4
05/27/10,Manhattan,51,4,13,30,4
05/27/10,Queens,28,6,3,17,2
05/27/10,Staten Island,11,1,2,6,2
05/27/10,Unknown,6,1,2,3,0
05/28/10,Bronx,83,10,17,39,16
05/28/10,Brooklyn,58,9,15,29,5
05/28/10,Manhattan,50,8,7,26,9
05/28/10,Queens,20,8,2,8,2
05/28/10,Staten Island,6,1,2,3,0
05/28/10,Unknown,6,0,0,4,2
05/29/10,Bronx,57,10,12,32,3
05/29/10,Brooklyn,61,15,12,31,3
05/29/10,Manhattan,32,6,5,19,2
05/29/10,Queens,25,7,5,10,3
05/29/10,Staten Island,10,1,0,6,3
05/29/10,Unknown,15,3,4,5,3
05/30/10,Bronx,63,14,11,32,6
05/30/10,Brooklyn,56,10,10,33,3
05/30/10,Manhattan,31,8,4,16,3
05/30/10,Queens,22,8,1,12,1
05/30/10,Staten Island,11,2,1,6,2
05/30/10,Unknown,13,5,2,5,1
05/31/10,Bronx,66,15,12,32,7
05/31/10,Brooklyn,76,17,16,38,5
05/31/10,Manhattan,50,9,10,21,10
05/31/10,Queens,13,2,2,8,1
05/31/10,Staten Island,6,0,2,3,1
05/31/10,Unknown,7,1,3,3,0
06/01/10,Bronx,101,11,20,60,10
06/01/10,Brooklyn,95,15,22,50,8
06/01/10,Manhattan,49,6,10,28,5
06/01/10,Queens,35,4,4,22,5
06/01/10,Staten Island,9,0,2,3,4
06/01/10,Unknown,15,2,1,10,2
06/02/10,Bronx,110,9,16,80,5
06/02/10,Brooklyn,89,11,19,57,2
06/02/10,Manhattan,64,9,9,41,5
06/02/10,Queens,40,7,8,21,4
06/02/10,Staten Island,14,1,1,9,3
06/02/10,Unknown,16,1,1,13,1
06/03/10,Bronx,81,9,12,55,5
06/03/10,Brooklyn,58,8,11,37,2
06/03/10,Manhattan,51,11,5,33,2
06/03/10,Queens,32,5,4,20,3
06/03/10,Staten Island,4,0,0,1,3
06/03/10,Unknown,8,1,0,6,1
06/04/10,Bronx,55,14,7,26,8
06/04/10,Brooklyn,56,11,7,38,0
06/04/10,Manhattan,38,4,8,24,2
06/04/10,Queens,24,4,8,10,2
06/04/10,Staten Island,9,1,1,2,5
06/04/10,Unknown,7,2,2,3,0
06/05/10,Bronx,49,6,11,25,7
06/05/10,Brooklyn,45,17,7,21,0
06/05/10,Manhattan,32,6,4,18,4
06/05/10,Queens,22,2,1,19,0
06/05/10,Staten Island,6,0,1,3,2
06/05/10,Unknown,10,1,5,3,1
06/06/10,Bronx,70,12,11,42,5
06/06/10,Brooklyn,57,13,12,28,4
06/06/10,Manhattan,45,8,4,33,0
06/06/10,Queens,23,6,2,14,1
06/06/10,Staten Island,5,0,2,3,0
06/06/10,Unknown,7,3,3,1,0
06/07/10,Bronx,117,8,16,86,7
06/07/10,Brooklyn,82,13,10,53,6
06/07/10,Manhattan,69,5,10,49,5
06/07/10,Queens,32,6,7,14,5
06/07/10,Staten Island,4,0,0,3,1
06/07/10,Unknown,7,3,1,3,0
06/08/10,Bronx,68,9,11,42,6
06/08/10,Brooklyn,67,8,12,45,2
06/08/10,Manhattan,42,6,3,32,1
06/08/10,Queens,34,2,12,15,5
06/08/10,Staten Island,10,0,3,5,2
06/08/10,Unknown,4,0,1,3,0
06/09/10,Bronx,59,12,5,34,8
06/09/10,Brooklyn,68,8,11,44,5
06/09/10,Manhattan,37,6,6,22,3
06/09/10,Queens,30,3,4,17,6
06/09/10,Staten Island,7,0,0,5,2
06/09/10,Unknown,4,0,1,3,0
06/10/10,Bronx,57,8,7,35,7
06/10/10,Brooklyn,67,13,8,42,4
06/10/10,Manhattan,38,4,3,25,6
06/10/10,Queens,14,6,0,6,2
06/10/10,Staten Island,4,0,0,2,2
06/10/10,Unknown,6,0,0,3,3
06/11/10,Bronx,59,10,6,37,6
06/11/10,Brooklyn,47,11,6,26,4
06/11/10,Manhattan,33,1,6,21,5
06/11/10,Queens,20,3,1,14,2
06/11/10,Staten Island,5,0,0,4,1
06/11/10,Unknown,9,3,0,5,1
06/12/10,Bronx,52,10,10,30,2
06/12/10,Brooklyn,31,7,5,18,1
06/12/10,Manhattan,22,4,2,12,4
06/12/10,Queens,19,4,5,9,1
06/12/10,Staten Island,3,0,0,3,0
06/12/10,Unknown,10,3,3,4,0
06/13/10,Bronx,58,8,10,36,4
06/13/10,Brooklyn,42,7,10,21,4
06/13/10,Manhattan,28,4,9,14,1
06/13/10,Queens,22,4,3,15,0
06/13/10,Staten Island,9,1,0,7,1
06/13/10,Unknown,7,4,2,1,0
06/14/10,Bronx,84,11,20,42,11
06/14/10,Brooklyn,63,11,10,38,4
06/14/10,Manhattan,54,15,6,25,8
06/14/10,Queens,34,9,9,14,2
06/14/10,Staten Island,13,0,2,10,1
06/14/10,Unknown,5,1,0,4,0
06/15/10,Bronx,58,10,4,37,7
06/15/10,Brooklyn,43,7,5,27,4
06/15/10,Manhattan,41,6,7,26,2
06/15/10,Queens,20,7,3,10,0
06/15/10,Staten Island,8,0,1,6,1
06/15/10,Unknown,15,2,3,10,0
06/16/10,Bronx,53,10,10,31,2
06/16/10,Brooklyn,52,12,6,32,2
06/16/10,Manhattan,42,3,9,30,0
06/16/10,Queens,32,6,5,15,6
06/16/10,Staten Island,4,0,0,3,1
06/16/10,Unknown,5,1,0,4,0
06/17/10,Bronx,49,8,6,34,1
06/17/10,Brooklyn,55,8,7,36,4
06/17/10,Manhattan,39,5,5,26,3
06/17/10,Queens,23,3,5,11,4
06/17/10,Staten Island,7,0,0,7,0
06/17/10,Unknown,5,0,0,5,0
06/18/10,Bronx,49,10,4,30,5
06/18/10,Brooklyn,39,10,2,27,0
06/18/10,Manhattan,28,3,4,16,5
06/18/10,Queens,16,0,2,12,2
06/18/10,Staten Island,9,1,1,4,3
06/18/10,Unknown,14,3,2,8,1
06/19/10,Bronx,49,6,7,32,4
06/19/10,Brooklyn,45,3,8,29,5
06/19/10,Manhattan,31,2,5,20,4
06/19/10,Queens,20,6,3,10,1
06/19/10,Staten Island,8,0,1,3,4
06/19/10,Unknown,10,1,2,7,0
06/20/10,Bronx,54,10,15,25,4
06/20/10,Brooklyn,42,8,6,28,0
06/20/10,Manhattan,27,4,5,17,1
06/20/10,Queens,14,1,3,9,1
06/20/10,Staten Island,8,1,1,5,1
06/20/10,Unknown,10,5,1,3,1
06/21/10,Bronx,60,6,8,39,7
06/21/10,Brooklyn,77,20,13,41,3
06/21/10,Manhattan,53,4,12,33,4
06/21/10,Queens,25,6,2,13,4
06/21/10,Staten Island,6,1,0,4,1
06/21/10,Unknown,6,1,1,2,2
06/22/10,Bronx,66,9,5,44,8
06/22/10,Brooklyn,58,12,12,33,1
06/22/10,Manhattan,41,3,6,28,4
06/22/10,Queens,29,5,5,16,3
06/22/10,Staten Island,11,0,1,7,3
06/22/10,Unknown,6,1,1,4,0
06/23/10,Bronx,62,5,10,40,7
06/23/10,Brooklyn,63,11,6,35,11
06/23/10,Manhattan,35,2,2,29,2
06/23/10,Queens,18,6,2,8,2
06/23/10,Staten Island,2,1,0,0,1
06/23/10,Unknown,16,1,4,9,2
06/24/10,Bronx,71,11,10,47,3
06/24/10,Brooklyn,49,13,5,29,2
06/24/10,Manhattan,33,7,11,15,0
06/24/10,Queens,24,5,2,15,2
06/24/10,Staten Island,4,0,1,2,1
06/24/10,Unknown,11,3,0,8,0
06/25/10,Bronx,45,12,1,26,6
06/25/10,Brooklyn,50,6,5,37,2
06/25/10,Manhattan,29,3,5,15,6
06/25/10,Queens,27,2,5,20,0
06/25/10,Staten Island,7,0,0,5,2
06/25/10,Unknown,5,1,1,3,0
06/26/10,Bronx,39,6,7,22,3
06/26/10,Brooklyn,44,13,4,22,5
06/26/10,Manhattan,26,3,5,16,2
06/26/10,Queens,22,3,5,14,0
06/26/10,Staten Island,6,2,0,1,3
06/26/10,Unknown,14,4,3,7,0
06/27/10,Bronx,54,6,7,37,4
06/27/10,Brooklyn,43,11,0,29,3
06/27/10,Manhattan,28,6,5,14,3
06/27/10,Queens,29,5,11,9,4
06/27/10,Staten Island,4,0,0,3,1
06/27/10,Unknown,9,2,1,6,0
06/28/10,Bronx,62,7,11,37,7
06/28/10,Brooklyn,58,8,7,41,2
06/28/10,Manhattan,29,3,4,19,3
06/28/10,Queens,18,0,1,14,3
06/28/10,Staten Island,5,0,2,2,1
06/28/10,Unknown,8,1,2,5,0
06/29/10,Bronx,62,5,9,41,7
06/29/10,Brooklyn,54,14,11,28,1
06/29/10,Manhattan,33,3,3,25,2
06/29/10,Queens,22,4,0,15,3
06/29/10,Staten Island,9,0,0,5,4
06/29/10,Unknown,6,2,1,3,0
06/30/10,Bronx,59,13,12,29,5
06/30/10,Brooklyn,48,7,9,30,2
06/30/10,Manhattan,34,5,4,20,5
06/30/10,Queens,14,3,1,8,2
06/30/10,Staten Island,11,1,1,7,2
06/30/10,Unknown,6,2,0,3,1
07/01/10,Bronx,48,5,3,34,6
07/01/10,Brooklyn,41,4,7,29,1
07/01/10,Manhattan,23,2,4,16,1
07/01/10,Queens,24,6,3,11,4
07/01/10,Staten Island,4,1,0,3,0
07/01/10,Unknown,8,1,2,4,1
07/02/10,Bronx,56,13,9,31,3
07/02/10,Brooklyn,40,6,5,27,2
07/02/10,Manhattan,25,3,1,19,2
07/02/10,Queens,21,1,5,12,3
07/02/10,Staten Island,4,0,0,4,0
07/02/10,Unknown,8,2,1,4,1
07/03/10,Bronx,45,7,6,28,3
07/03/10,Brooklyn,48,10,8,24,6
07/03/10,Manhattan,28,4,6,16,2
07/03/10,Queens,13,4,3,4,2
07/03/10,Staten Island,4,0,0,3,1
07/03/10,Unknown,4,2,2,0,0
07/04/10,Bronx,45,7,7,27,4
07/04/10,Brooklyn,47,10,6,27,4
07/04/10,Manhattan,24,2,3,19,0
07/04/10,Queens,17,3,6,6,2
07/04/10,Staten Island,4,0,0,3,1
07/04/10,Unknown,6,2,0,4,0
07/05/10,Bronx,68,10,11,41,6
07/05/10,Brooklyn,56,8,11,34,3
07/05/10,Manhattan,48,5,3,35,5
07/05/10,Queens,17,5,3,6,3
07/05/10,Staten Island,9,1,0,6,2
07/05/10,Unknown,9,4,2,3,0
07/06/10,Bronx,77,4,13,52,7
07/06/10,Brooklyn,56,9,8,32,7
07/06/10,Manhattan,46,3,6,32,5
07/06/10,Queens,30,3,1,22,4
07/06/10,Staten Island,15,0,0,12,3
07/06/10,Unknown,11,2,1,8,0
07/07/10,Bronx,56,8,1,39,8
07/07/10,Brooklyn,61,5,11,38,7
07/07/10,Manhattan,44,5,6,30,3
07/07/10,Queens,18,4,2,8,4
07/07/10,Staten Island,9,0,0,6,3
07/07/10,Unknown,9,1,6,2,0
07/08/10,Bronx,56,5,5,39,6
07/08/10,Brooklyn,48,9,10,28,1
07/08/10,Manhattan,45,2,4,32,7
07/08/10,Queens,23,5,3,14,1
07/08/10,Staten Island,2,0,1,0,1
07/08/10,Unknown,3,0,1,2,0
07/09/10,Bronx,56,7,4,43,2
07/09/10,Brooklyn,54,9,10,27,8
07/09/10,Manhattan,32,1,2,27,2
07/09/10,Queens,19,4,6,8,1
07/09/10,Staten Island,4,0,0,3,1
07/09/10,Unknown,1,0,0,1,0
07/10/10,Bronx,48,3,7,31,7
07/10/10,Brooklyn,43,6,6,26,5
07/10/10,Manhattan,33,2,4,23,4
07/10/10,Queens,20,4,3,11,2
07/10/10,Staten Island,2,2,0,0,0
07/10/10,Unknown,5,0,0,4,1
07/11/10,Bronx,49,9,5,34,1
07/11/10,Brooklyn,41,5,9,26,1
07/11/10,Manhattan,40,4,1,31,4
07/11/10,Queens,19,2,2,15,0
07/11/10,Staten Island,1,0,0,1,0
07/11/10,Unknown,3,0,0,3,0
07/12/10,Bronx,57,8,5,38,5
07/12/10,Brooklyn,42,9,2,28,3
07/12/10,Manhattan,40,6,3,21,10
07/12/10,Queens,27,6,1,15,5
07/12/10,Staten Island,5,0,0,1,4
07/12/10,Unknown,10,1,2,7,0
07/13/10,Bronx,54,4,6,36,8
07/13/10,Brooklyn,48,9,3,34,2
07/13/10,Manhattan,33,1,3,26,3
07/13/10,Queens,24,3,4,11,6
07/13/10,Staten Island,3,1,0,2,0
07/13/10,Unknown,9,2,2,4,1
07/14/10,Bronx,45,10,2,28,5
07/14/10,Brooklyn,45,7,6,29,3
07/14/10,Manhattan,43,5,6,26,6
07/14/10,Queens,11,0,1,9,1
07/14/10,Staten Island,10,0,3,6,1
07/14/10,Unknown,6,1,1,4,0
07/15/10,Bronx,48,5,6,31,6
07/15/10,Brooklyn,48,4,5,32,7
07/15/10,Manhattan,36,4,0,29,3
07/15/10,Queens,29,4,1,20,4
07/15/10,Staten Island,7,0,1,6,0
07/15/10,Unknown,6,0,1,4,1
07/16/10,Bronx,40,5,5,24,6
07/16/10,Brooklyn,31,3,3,20,5
07/16/10,Manhattan,25,2,1,19,3
07/16/10,Queens,20,3,0,14,3
07/16/10,Staten Island,4,1,0,2,1
07/16/10,Unknown,8,2,3,2,1
07/17/10,Bronx,43,1,6,32,3
07/17/10,Brooklyn,35,5,7,19,4
07/17/10,Manhattan,36,7,7,21,1
07/17/10,Queens,14,0,0,13,1
07/17/10,Staten Island,2,0,0,1,1
07/17/10,Unknown,9,1,1,7,0
07/18/10,Bronx,48,5,2,37,4
07/18/10,Brooklyn,41,5,6,27,3
07/18/10,Manhattan,39,4,6,22,7
07/18/10,Queens,24,6,3,9,6
07/18/10,Staten Island,6,0,0,3,3
07/18/10,Unknown,7,1,2,4,0
07/19/10,Bronx,52,6,6,32,7
07/19/10,Brooklyn,53,10,8,35,0
07/19/10,Manhattan,41,3,7,27,4
07/19/10,Queens,15,0,0,11,4
07/19/10,Staten Island,16,1,0,10,5
07/19/10,Unknown,4,0,0,4,0
07/20/10,Bronx,41,5,5,25,6
07/20/10,Brooklyn,47,5,8,31,3
07/20/10,Manhattan,32,3,4,21,4
07/20/10,Queens,20,3,2,14,1
07/20/10,Staten Island,8,0,0,5,3
07/20/10,Unknown,8,3,1,4,0
07/21/10,Bronx,66,9,7,41,9
07/21/10,Brooklyn,36,4,5,24,3
07/21/10,Manhattan,37,6,3,25,3
07/21/10,Queens,18,3,5,6,4
07/21/10,Staten Island,11,0,2,9,0
07/21/10,Unknown,11,3,2,5,1
07/22/10,Bronx,38,4,2,28,4
07/22/10,Brooklyn,30,3,8,18,1
07/22/10,Manhattan,36,4,4,26,2
07/22/10,Queens,13,1,2,7,3
07/22/10,Staten Island,5,0,0,3,2
07/22/10,Unknown,4,0,1,3,0
07/23/10,Bronx,56,10,3,37,6
07/23/10,Brooklyn,46,10,6,26,4
07/23/10,Manhattan,37,2,7,25,3
07/23/10,Queens,18,4,0,14,0
07/23/10,Staten Island,6,0,1,3,2
07/23/10,Unknown,4,1,0,3,0
07/24/10,Bronx,57,8,7,36,6
07/24/10,Brooklyn,47,8,6,26,7
07/24/10,Manhattan,31,7,3,18,3
07/24/10,Queens,18,7,1,8,2
07/24/10,Staten Island,2,0,1,1,0
07/24/10,Unknown,3,0,0,3,0
07/25/10,Bronx,34,5,2,24,3
07/25/10,Brooklyn,45,10,5,27,3
07/25/10,Manhattan,32,2,2,24,4
07/25/10,Queens,16,4,2,8,2
07/25/10,Staten Island,0,0,0,0,0
07/25/10,Unknown,9,3,0,6,0
07/26/10,Bronx,56,7,9,36,4
07/26/10,Brooklyn,51,11,3,31,6
07/26/10,Manhattan,33,2,2,26,3
07/26/10,Queens,25,2,4,14,5
07/26/10,Staten Island,3,0,0,2,1
07/26/10,Unknown,3,1,1,0,1
07/27/10,Bronx,60,9,7,38,6
07/27/10,Brooklyn,39,7,8,21,3
07/27/10,Manhattan,26,1,4,18,3
07/27/10,Queens,15,3,2,8,2
07/27/10,Staten Island,7,1,0,3,3
07/27/10,Unknown,6,0,1,5,0
07/28/10,Bronx,46,6,4,30,5
07/28/10,Brooklyn,55,8,7,37,3
07/28/10,Manhattan,41,8,4,26,3
07/28/10,Queens,27,4,2,17,4
07/28/10,Staten Island,3,0,0,3,0
07/28/10,Unknown,10,2,0,6,2
07/29/10,Bronx,42,7,5,27,3
07/29/10,Brooklyn,49,5,10,29,5
07/29/10,Manhattan,38,3,7,22,6
07/29/10,Queens,18,2,2,11,3
07/29/10,Staten Island,3,0,0,3,0
07/29/10,Unknown,11,4,1,4,2
07/30/10,Bronx,32,3,2,25,2
07/30/10,Brooklyn,29,2,4,18,5
07/30/10,Manhattan,32,4,7,18,3
07/30/10,Queens,13,1,0,9,3
07/30/10,Staten Island,6,0,1,4,1
07/30/10,Unknown,6,2,0,4,0
07/31/10,Bronx,35,9,5,18,3
07/31/10,Brooklyn,33,3,6,22,2
07/31/10,Manhattan,30,2,4,20,4
07/31/10,Queens,19,4,1,13,1
07/31/10,Staten Island,6,0,2,2,2
07/31/10,Unknown,7,1,2,4,0
08/01/10,Bronx,50,9,7,31,3
08/01/10,Brooklyn,45,8,7,29,1
08/01/10,Manhattan,33,3,3,22,5
08/01/10,Queens,20,5,2,10,3
08/01/10,Staten Island,6,0,0,4,2
08/01/10,Unknown,5,1,0,4,0
08/02/10,Bronx,48,5,6,34,3
08/02/10,Brooklyn,45,10,5,27,3
08/02/10,Manhattan,46,4,9,28,5
08/02/10,Queens,25,3,7,13,2
08/02/10,Staten Island,5,0,1,3,1
08/02/10,Unknown,11,2,0,7,2
08/03/10,Bronx,49,3,4,36,6
08/03/10,Brooklyn,54,7,8,34,5
08/03/10,Manhattan,26,6,4,14,2
08/03/10,Queens,25,4,2,18,1
08/03/10,Staten Island,2,0,1,1,0
08/03/10,Unknown,2,0,0,2,0
08/04/10,Bronx,64,5,6,43,9
08/04/10,Brooklyn,56,12,8,31,5
08/04/10,Manhattan,35,4,3,26,2
08/04/10,Queens,24,5,4,11,4
08/04/10,Staten Island,14,0,1,10,3
08/04/10,Unknown,7,0,0,7,0
08/05/10,Bronx,60,3,14,35,7
08/05/10,Brooklyn,50,10,9,28,3
08/05/10,Manhattan,44,6,3,28,7
08/05/10,Queens,17,6,4,6,1
08/05/10,Staten Island,8,0,0,8,0
08/05/10,Unknown,5,2,0,3,0
08/06/10,Bronx,55,8,6,35,6
08/06/10,Brooklyn,52,12,11,27,2
08/06/10,Manhattan,36,4,2,26,4
08/06/10,Queens,19,2,0,15,2
08/06/10,Staten Island,16,1,1,10,4
08/06/10,Unknown,4,0,2,1,1
08/07/10,Bronx,44,9,3,26,6
08/07/10,Brooklyn,49,12,11,22,4
08/07/10,Manhattan,25,0,4,19,2
08/07/10,Queens,18,5,3,10,0
08/07/10,Staten Island,3,0,0,2,1
08/07/10,Unknown,6,0,0,5,1
08/08/10,Bronx,57,14,12,26,5
08/08/10,Brooklyn,46,9,6,29,2
08/08/10,Manhattan,34,5,4,24,1
08/08/10,Queens,11,1,2,5,3
08/08/10,Staten Island,6,0,1,4,1
08/08/10,Unknown,8,0,3,3,2
08/09/10,Bronx,69,6,8,43,12
08/09/10,Brooklyn,64,11,5,39,9
08/09/10,Manhattan,33,5,2,26,0
08/09/10,Queens,31,7,1,20,3
08/09/10,Staten Island,9,0,1,7,1
08/09/10,Unknown,7,4,0,3,0
08/10/10,Bronx,55,8,14,29,4
08/10/10,Brooklyn,52,7,8,35,2
08/10/10,Manhattan,37,3,5,23,6
08/10/10,Queens,17,3,3,11,0
08/10/10,Staten Island,7,1,1,5,0
08/10/10,Unknown,5,2,0,2,1
08/11/10,Bronx,49,11,4,32,2
08/11/10,Brooklyn,61,11,3,44,3
08/11/10,Manhattan,39,2,1,30,6
08/11/10,Queens,18,4,1,12,1
08/11/10,Staten Island,7,0,4,2,1
08/11/10,Unknown,7,0,0,5,2
08/12/10,Bronx,48,8,6,32,2
08/12/10,Brooklyn,50,6,8,31,5
08/12/10,Manhattan,29,3,3,16,7
08/12/10,Queens,10,1,1,7,1
08/12/10,Staten Island,4,0,0,1,3
08/12/10,Unknown,9,2,2,5,0
08/13/10,Bronx,62,6,7,41,8
08/13/10,Brooklyn,40,9,1,26,4
08/13/10,Manhattan,21,5,2,12,2
08/13/10,Queens,25,2,7,14,2
08/13/10,Staten Island,5,1,1,3,0
08/13/10,Unknown,4,0,1,3,0
08/14/10,Bronx,50,2,8,34,6
08/14/10,Brooklyn,30,9,2,17,2
08/14/10,Manhattan,34,8,2,19,5
08/14/10,Queens,19,1,4,12,2
08/14/10,Staten Island,4,0,2,2,0
08/14/10,Unknown,4,0,3,0,1
08/15/10,Bronx,60,5,12,36,7
08/15/10,Brooklyn,45,9,3,29,4
08/15/10,Manhattan,31,3,3,21,4
08/15/10,Queens,19,5,1,10,3
08/15/10,Staten Island,10,2,0,6,2
08/15/10,Unknown,7,3,1,3,0
08/16/10,Bronx,49,7,8,28,6
08/16/10,Brooklyn,69,10,7,49,3
08/16/10,Manhattan,31,4,2,22,3
08/16/10,Queens,30,1,4,24,1
08/16/10,Staten Island,10,1,1,7,1
08/16/10,Unknown,7,3,0,4,0
08/17/10,Bronx,46,5,7,30,4
08/17/10,Brooklyn,62,14,11,29,8
08/17/10,Manhattan,47,6,3,31,7
08/17/10,Queens,22,4,2,14,2
08/17/10,Staten Island,13,1,1,8,3
08/17/10,Unknown,7,3,1,1,2
08/18/10,Bronx,68,11,7,44,6
08/18/10,Brooklyn,52,10,11,26,5
08/18/10,Manhattan,37,3,3,27,4
08/18/10,Queens,21,3,2,15,1
08/18/10,Staten Island,9,1,1,6,1
08/18/10,Unknown,10,0,2,8,0
08/19/10,Bronx,46,6,8,29,2
08/19/10,Brooklyn,45,7,5,28,5
08/19/10,Manhattan,27,5,1,18,3
08/19/10,Queens,20,4,4,10,2
08/19/10,Staten Island,6,1,1,4,0
08/19/10,Unknown,3,0,0,3,0
08/20/10,Bronx,47,6,10,28,3
08/20/10,Brooklyn,39,3,8,26,2
08/20/10,Manhattan,37,1,10,22,4
08/20/10,Queens,22,2,5,13,2
08/20/10,Staten Island,9,0,0,8,1
08/20/10,Unknown,8,3,0,4,1
08/21/10,Bronx,48,10,5,31,2
08/21/10,Brooklyn,41,5,6,25,5
08/21/10,Manhattan,25,2,2,18,3
08/21/10,Queens,18,6,1,10,1
08/21/10,Staten Island,0,0,0,0,0
08/21/10,Unknown,7,1,1,5,0
08/22/10,Bronx,47,8,4,28,7
08/22/10,Brooklyn,43,6,8,26,3
08/22/10,Manhattan,29,4,5,19,1
08/22/10,Queens,24,3,5,15,1
08/22/10,Staten Island,6,0,1,4,1
08/22/10,Unknown,2,1,1,0,0
08/23/10,Bronx,62,5,7,45,5
08/23/10,Brooklyn,50,8,9,30,3
08/23/10,Manhattan,42,4,5,24,9
08/23/10,Queens,29,5,3,18,3
08/23/10,Staten Island,10,0,1,8,1
08/23/10,Unknown,11,2,2,5,2
08/24/10,Bronx,72,11,10,45,6
08/24/10,Brooklyn,61,10,8,40,3
08/24/10,Manhattan,38,2,5,28,3
08/24/10,Queens,26,6,4,11,5
08/24/10,Staten Island,7,2,0,3,2
08/24/10,Unknown,5,1,0,4,0
08/25/10,Bronx,47,1,6,37,3
08/25/10,Brooklyn,60,11,4,42,3
08/25/10,Manhattan,38,2,3,24,9
08/25/10,Queens,25,5,3,13,4
08/25/10,Staten Island,6,1,1,3,1
08/25/10,Unknown,9,2,0,7,0
08/26/10,Bronx,55,7,4,35,8
08/26/10,Brooklyn,60,10,10,36,4
08/26/10,Manhattan,37,3,5,22,7
08/26/10,Queens,19,6,2,11,0
08/26/10,Staten Island,7,0,1,4,2
08/26/10,Unknown,6,0,2,4,0
08/27/10,Bronx,52,8,4,35,5
08/27/10,Brooklyn,52,10,12,24,6
08/27/10,Manhattan,21,1,2,16,2
08/27/10,Queens,22,3,2,16,1
08/27/10,Staten Island,4,0,0,3,1
08/27/10,Unknown,10,1,1,8,0
08/28/10,Bronx,62,7,11,38,6
08/28/10,Brooklyn,44,8,5,28,3
08/28/10,Manhattan,37,7,2,22,6
08/28/10,Queens,23,6,2,13,2
08/28/10,Staten Island,2,0,1,1,0
08/28/10,Unknown,4,1,0,2,1
08/29/10,Bronx,51,6,8,34,3
08/29/10,Brooklyn,44,6,9,28,1
08/29/10,Manhattan,44,3,5,28,8
08/29/10,Queens,13,3,1,6,3
08/29/10,Staten Island,4,0,1,2,1
08/29/10,Unknown,9,5,0,4,0
08/30/10,Bronx,74,10,6,51,7
08/30/10,Brooklyn,58,11,8,31,8
08/30/10,Manhattan,47,2,8,33,4
08/30/10,Queens,29,5,7,16,1
08/30/10,Staten Island,8,0,1,6,1
08/30/10,Unknown,5,0,1,2,2
08/31/10,Bronx,78,8,16,46,8
08/31/10,Brooklyn,57,6,15,33,3
08/31/10,Manhattan,46,5,7,28,6
08/31/10,Queens,25,6,2,16,1
08/31/10,Staten Island,9,0,4,5,0
08/31/10,Unknown,4,1,0,3,0
09/01/10,Bronx,59,14,4,37,4
09/01/10,Brooklyn,73,18,12,40,3
09/01/10,Manhattan,37,6,9,19,3
09/01/10,Queens,26,4,6,14,2
09/01/10,Staten Island,6,0,0,4,2
09/01/10,Unknown,8,0,2,6,0
09/02/10,Bronx,47,9,7,30,1
09/02/10,Brooklyn,60,9,7,39,5
09/02/10,Manhattan,36,6,5,21,4
09/02/10,Queens,31,4,7,17,3
09/02/10,Staten Island,13,0,0,9,4
09/02/10,Unknown,4,0,2,2,0
09/03/10,Bronx,66,5,10,43,8
09/03/10,Brooklyn,64,11,13,31,9
09/03/10,Manhattan,45,5,6,26,8
09/03/10,Queens,27,5,4,14,4
09/03/10,Staten Island,4,0,1,2,1
09/03/10,Unknown,7,1,2,4,0
09/04/10,Bronx,54,6,9,35,4
09/04/10,Brooklyn,63,17,11,31,4
09/04/10,Manhattan,31,4,5,21,1
09/04/10,Queens,29,5,4,15,5
09/04/10,Staten Island,9,0,1,5,3
09/04/10,Unknown,6,2,0,4,0
09/05/10,Bronx,74,9,12,48,5
09/05/10,Brooklyn,64,10,11,37,6
09/05/10,Manhattan,32,3,3,20,6
